"Núm.","Descrição","Qtd. Comercial","Unid. Comercial","Valor Líquido do Item","Informações Adicionais do Produto","Cód. Produto","Cód. GTIN","Cód. NCM","Código Especificador da Substituição Tributária","CFOP","Valor Unit.","Valor Bruto","Regra de Cálculo","Valor do Desconto","Outras Despesas Acessórias","Rateio do Desconto Sobre Subtotal","Rateio do Acréscimo Sobre Subtotal","Observações Fisco","Origem da Mercadoria","Tributação do ICMS","Cód. de Situação da Operação - Simples Nacional","Alíquota Efetiva","Valor do ICMS","Código de Situação Tributária PIS","Valor da Base de Cálculo do PIS","Alíquota do PIS(%)","Quantidade Vendida PIS","Alíquota do PIS","Valor do PIS","Valor da Base de Cálculo do PIS ST","Alíquota do PIS ST(%)","Quantidade Vendida PIS ST","Alíquota do PIS ST","Valor do PIS ST","Código de Situação Tributária da COFINS","Valor da Base de Cálculo da COFINS","Alíquota da COFINS(%)","Valor da COFINS","Quantidade Vendida COFINS","Alíquota da COFINS","Valor da Base de Cálculo da COFINS ST","Alíquota da COFINS ST(%)","Valor da COFINS ST","Quantidade Vendida COFINS ST","Alíquota da COFINS ST","Valor de Deduções para ISSQN","Valor da Base de Cálculo do ISSQN","Alíquota do ISSQN","Valor do ISSQN","Item da Lista de Serviços","Código do Município do Fato Gerador do ISSQN","Código de Tributação pelo ISSQN do Município","Natureza da Operação de ISSQN","Incentivo Fiscal do ISSQN","Valor Aproximado dos Tributos do Produto ou Serviço – Lei 12741/12"
"11","DESUMIDIF.DURASOL 80g NE","1,0000","UN","5,99","Não Informado","7896495000402","7896495000402","28272090","Não Informado","5102","5,990","5,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","1,08","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0165","Não Informado","Não Informado","0,1000","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0760","0,46","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,32"
"12","DESUMIDIF.DURASOL 80g NE","1,0000","UN","5,99","Não Informado","7896495000402","7896495000402","28272090","Não Informado","5102","5,990","5,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","1,08","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0165","Não Informado","Não Informado","0,1000","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0760","0,46","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,32"
"13","DESUMIDIF.DURASOL 80g NE","1,0000","UN","5,99","Não Informado","7896495000402","7896495000402","28272090","Não Informado","5102","5,990","5,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","1,08","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0165","Não Informado","Não Informado","0,1000","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0760","0,46","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,32"
"14","DESUMIDIF.DURASOL 80g NE","1,0000","UN","5,99","Não Informado","7896495000402","7896495000402","28272090","Não Informado","5102","5,990","5,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","1,08","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0165","Não Informado","Não Informado","0,1000","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","5,99","0,0760","0,46","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,32"
"15","SAB.LIQ.FRANCIS 220ML PO","1,0000","UN","5,09","Não Informado","7897664171978","7897664171978","34013000","2003700","5405","5,090","5,09","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (operação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (tributação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,58"
"16","SAB.LIQ.FRANCIS 220ML PO","1,0000","UN","5,09","Não Informado","7897664171978","7897664171978","34013000","2003700","5405","5,090","5,09","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (operação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (tributação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,58"
"17","GARRAFA PLASDURAN 700ML","1,0000","UN","11,39","Não Informado","7897659677256","7897659677256","39249000","Não Informado","5102","11,390","11,39","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","2,05","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","11,39","0,0165","Não Informado","Não Informado","0,1900","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","11,39","0,0760","0,87","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","3,56"
"18","SH.CHIKAS 300ML ACORDA C","1,0000","UN","13,79","Não Informado","7898132981389","7898132981389","33051000","2001700","5405","13,790","13,79","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (operação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (tributação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","6,19"
"19","OVOS ISMERIA 20UN BRANCO","1,0000","UN","11,99","Não Informado","7898277190073","7898277190073","04072100","Não Informado","5102","11,990","11,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","40 - Valor Isento","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,33"
"20","CASTANHA CAJU 250g CSAL","1,0000","UN","21,23","Não Informado","1000000001563","1000000001563","08013200","Não Informado","5102","21,230","21,23","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","3,82","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","4,71"
"21","EXT.TOMATE ELEFANTE 140g","1,0000","UN","2,75","Não Informado","7896036097809","7896036097809","20029090","1704000","5405","2,750","2,75","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","2,75","0,0165","Não Informado","Não Informado","0,0500","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","2,75","0,0760","0,21","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,60"
"22","REQUEIJAO SCALA 400g CR.","1,0000","UN","15,99","Não Informado","7898039680187","7898039680187","04061090","1702300","5405","15,990","15,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","2,58"
"23","MORT.DEF.GOURME SEARA PC","0,3120","kg","6,21","Não Informado","3375","2337500000000","16010000","1707800","5405","19,900","6,21","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","6,21","0,0165","Não Informado","Não Informado","0,1000","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","6,21","0,0760","0,47","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,69"
"24","PRES.PERDIGAO FATIADO kg","0,3360","kg","8,37","Não Informado","1598","Não Informado","16024100","1707900","5405","24,900","8,37","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","8,37","0,0165","Não Informado","Não Informado","0,1400","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","8,37","0,0760","0,64","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,35"
"25","QJO.MUSS.ALIANCA FATIADO","0,3240","kg","12,93","Não Informado","1052","Não Informado","04061010","1702401","5102","39,900","12,93","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","13,30","1,72","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","2,09"
"26","Q.MINAS MEIA CURA P.A.kg","0,4800","kg","20,59","Não Informado","4268","Não Informado","04069020","1702402","5102","42,900","20,59","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","13,30","2,74","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","3,33"
"27","QJO.MUSS.ALIANCA PEDACO","0,3400","kg","11,53","Não Informado","1081","2108100000000","04061010","1702401","5102","33,900","11,53","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","13,30","1,53","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,86"
"28","QUEIJO GOUDA QUATA KG.","0,1840","kg","14,70","Não Informado","1880","Não Informado","04069020","1702401","5102","79,900","14,70","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","2,65","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","2,37"
"29","SALSICHA CERATTI 200g VI","1,0000","UN","13,99","Não Informado","7898618520057","7898618520057","16010000","1707700","5405","13,990","13,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","13,99","0,0165","Não Informado","Não Informado","0,2300","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","13,99","0,0760","1,06","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,55"
